stamp_sec,stamp_nanosec,Wrist_x,Wrist_y,Wrist_z,Palm_x,Palm_y,Palm_z,ThumbMetacarpal_x,ThumbMetacarpal_y,ThumbMetacarpal_z,ThumbProximal_x,ThumbProximal_y,ThumbProximal_z,ThumbDistal_x,ThumbDistal_y,ThumbDistal_z,ThumbTip_x,ThumbTip_y,ThumbTip_z,IndexMetacarpal_x,IndexMetacarpal_y,IndexMetacarpal_z,IndexProximal_x,IndexProximal_y,IndexProximal_z,IndexIntermediate_x,IndexIntermediate_y,IndexIntermediate_z,IndexDistal_x,IndexDistal_y,IndexDistal_z,IndexTip_x,IndexTip_y,IndexTip_z,MiddleMetacarpal_x,MiddleMetacarpal_y,MiddleMetacarpal_z,MiddleProximal_x,MiddleProximal_y,MiddleProximal_z,MiddleIntermediate_x,MiddleIntermediate_y,MiddleIntermediate_z,MiddleDistal_x,MiddleDistal_y,MiddleDistal_z,MiddleTip_x,MiddleTip_y,MiddleTip_z,RingMetacarpal_x,RingMetacarpal_y,RingMetacarpal_z,RingProximal_x,RingProximal_y,RingProximal_z,RingIntermediate_x,RingIntermediate_y,RingIntermediate_z,RingDistal_x,RingDistal_y,RingDistal_z,RingTip_x,RingTip_y,RingTip_z,LittleMetacarpal_x,LittleMetacarpal_y,LittleMetacarpal_z,LittleProximal_x,LittleProximal_y,LittleProximal_z,LittleIntermediate_x,LittleIntermediate_y,LittleIntermediate_z,LittleDistal_x,LittleDistal_y,LittleDistal_z,LittleTip_x,LittleTip_y,LittleTip_z
761,17028808,0.0,0.0,0.0,-0.0021422803401947,0.7720395922660828,0.2380834221839904,-0.0176004599779844,0.8388347029685974,0.2251379489898681,-0.009198635816574,0.8053702116012573,0.1979238390922546,-0.0160363465547561,0.8275085687637329,0.1722835004329681,-0.0360689796507358,0.8556453585624695,0.16242416203022,-0.0528850331902504,0.8744684457778931,0.1555104106664657,-0.0076342071406543,0.8083577752113342,0.2106657028198242,-0.0119610372930765,0.8703039288520813,0.201393723487854,-0.0296359658241271,0.905058741569519,0.1911525428295135,-0.0510425269603729,0.9111803770065308,0.1780523210763931,-0.0718503668904304,0.910040020942688,0.1665609925985336,-0.0144924130290746,0.806696355342865,0.2268128246068954,-0.0207085032016038,0.8709731101989746,0.2234630733728408,-0.0452041216194629,0.9074369668960572,0.2111242115497589,-0.0687675774097442,0.9164532423019408,0.1962596029043197,-0.0906830951571464,0.920283019542694,0.181742325425148,-0.0225445292890071,0.8068887591362,0.2435981333255767,-0.0342581570148468,0.8628593683242798,0.2389305979013443,-0.0566985234618186,0.8965821266174316,0.2301401495933532,-0.0783594325184822,0.9056374430656432,0.2144365608692169,-0.0974069088697433,0.9082260131835938,0.1970568001270294,-0.0301004257053136,0.8054099678993225,0.2487739771604538,-0.0489012449979782,0.8500523567199707,0.251609593629837,-0.0662562772631645,0.8773863315582275,0.247380331158638,-0.0824402123689651,0.8853384852409363,0.2355084866285324
761,17028808,0.0,0.0,0.0,-0.002468854188919,0.7721031308174133,0.2383908629417419,-0.0178800504654645,0.8386917114257812,0.2254201471805572,-0.0095874918624758,0.8053039312362671,0.19832544028759,-0.0164436418563127,0.8274183869361877,0.1728097647428512,-0.036377415060997,0.8555098176002502,0.1630147993564605,-0.0531022846698761,0.8743113875389099,0.1561190634965896,-0.007982874289155,0.8082894682884216,0.2110208123922348,-0.0122423553839325,0.870032787322998,0.2017041593790054,-0.029823625460267,0.9046714305877686,0.1913856863975525,-0.0511633232235908,0.910720944404602,0.1782961189746856,-0.0719055235385894,0.9095402956008912,0.1668384671211242,-0.0148039739578962,0.8066561222076416,0.2271312177181244,-0.0209561195224523,0.8707273006439209,0.2237090915441513,-0.0453530326485633,0.907076060771942,0.2113427221775055,-0.0688622295856475,0.9159504771232604,0.196480318903923,-0.0907160192728042,0.919591188430786,0.1819675862789154,-0.0227980650961399,0.8068592548370361,0.2438562959432602,-0.0344622060656547,0.8626592755317688,0.2391435354948043,-0.056818701326847,0.8962798714637756,0.2303358614444732,-0.0784225985407829,0.9052075147628784,0.2146334946155548,-0.0973986312747001,0.9076114892959596,0.1972653120756149,-0.030329929664731,0.805392861366272,0.2490206658840179,-0.0490606501698493,0.8499091863632202,0.2518035173416137,-0.0663810670375824,0.8771358728408813,0.2474989891052246,-0.0825147852301597,0.8849957585334778,0.2356154471635818
761,17028808,0.0,0.0,0.0,-0.003468245267868,0.7716227769851685,0.2385034561157226,-0.0180559754371643,0.838394045829773,0.2260342240333557,-0.0112203694880008,0.8049212694168091,0.1987315714359283,-0.0184688027948141,0.8271252512931824,0.1734659224748611,-0.0382487028837204,0.8555103540420532,0.1644095778465271,-0.0548489354550838,0.8745666742324829,0.1580674350261688,-0.0091720363125205,0.8078673481941223,0.2113538533449173,-0.0126068973913788,0.8695994019508362,0.2021851688623428,-0.0293789058923721,0.9047701954841614,0.1925535351037979,-0.0508788041770458,0.9115076065063475,0.1801482737064361,-0.0719517767429351,0.9109994173049928,0.1693285554647445,-0.0155073013156652,0.8063503503799438,0.2276470065116882,-0.0206046421080827,0.8704378008842468,0.2244214415550232,-0.0444465540349483,0.907361388206482,0.2129320055246353,-0.0681591629981994,0.91681969165802,0.1988506317138672,-0.090335302054882,0.9209461212158204,0.1850388497114181,-0.0229620765894651,0.8066886067390442,0.2445915341377258,-0.0337474569678306,0.8626163601875305,0.2402490824460983,-0.0553452298045158,0.8969192504882812,0.2325041592121124,-0.0771625787019729,0.906606912612915,0.2176376730203628,-0.0966042280197143,0.90968656539917,0.2009564787149429,-0.030344221740961,0.805357038974762,0.2499813735485077,-0.0481510683894157,0.8501410484313965,0.2533415853977203,-0.064966008067131,0.8777389526367188,0.2497949302196502,-0.0812923312187194,0.8860589265823364,0.2385576963424682
761,17028808,0.0,0.0,0.0,-0.0083918571472167,0.773061990737915,0.2373543977737426,-0.0214298628270626,0.8399892449378967,0.2240267992019653,-0.015658201649785,0.8059273958206177,0.1971478164196014,-0.0224946178495883,0.8279143571853638,0.1715716123580932,-0.0418186411261558,0.8566243648529053,0.16253162920475,-0.0584316737949848,0.8759145140647888,0.1569584012031555,-0.0134472139179706,0.8090226650238037,0.209710419178009,-0.0155027816072106,0.8707017302513123,0.1996510028839111,-0.0275294743478298,0.9081348180770874,0.1915444284677505,-0.0480690225958824,0.9178876876831056,0.1795128583908081,-0.0690813288092613,0.9201831817626952,0.1687985360622406,-0.0196449011564254,0.8079050779342651,0.2260878384113311,-0.0232148244976997,0.8720734119415283,0.2219657748937606,-0.0428963713347911,0.9118602275848388,0.2122635394334793,-0.0655911713838577,0.9244704842567444,0.1989877969026565,-0.0873689427971839,0.9315508604049684,0.1857437789440155,-0.0269307270646095,0.8087013959884644,0.2431321889162063,-0.0363635942339897,0.8648218512535095,0.2380626052618026,-0.0537305399775505,0.9018952250480652,0.2328039109706878,-0.0745271295309066,0.915129005908966,0.2192579209804535,-0.0938634723424911,0.9217231869697572,0.2034918367862701,-0.0342809036374092,0.8076368570327759,0.248626708984375,-0.0509218797087669,0.8529086112976074,0.2515095472335815,-0.0651946663856506,0.8820856809616089,0.2499916106462478,-0.0811074376106262,0.8925355076789856,0.2400024086236953
761,17028808,0.0,0.0,0.0,-0.044185072183609,0.7882043719291687,0.2383343577384948,-0.0538498163223266,0.8538742661476135,0.2174156159162521,-0.0482233017683029,0.8168637752532959,0.1945157796144485,-0.0529548116028308,0.836183488368988,0.1663538664579391,-0.0716152191162109,0.8644280433654785,0.1545971184968948,-0.0888850018382072,0.8834025859832764,0.1497571766376495,-0.0464886873960495,0.8212209939956665,0.2068027853965759,-0.0456075631082057,0.8816391229629517,0.1902229487895965,-0.0541925132274627,0.919076144695282,0.1782904267311096,-0.0721573606133461,0.9316185712814332,0.16471928358078,-0.0916578844189643,0.937873125076294,0.1527070999145507,-0.0534641146659851,0.8220794200897217,0.2229122966527938,-0.0542355179786682,0.8856690526008606,0.2119189351797104,-0.0701636970043182,0.9260139465332032,0.1981061697006225,-0.0905760154128074,0.9405471086502076,0.1830854415893554,-0.1106835380196571,0.949787735939026,0.1685004383325576,-0.0614999681711196,0.8249783515930176,0.2394589185714721,-0.0683869495987892,0.8806498050689697,0.2280725538730621,-0.082993559539318,0.9181904196739196,0.2187225222587585,-0.1017161756753921,0.9330215454101562,0.2037697881460189,-0.1196002215147018,0.941450834274292,0.1871100664138794,-0.0691341087222099,0.8247742056846619,0.2446881830692291,-0.0840256959199905,0.8707586526870728,0.242011085152626,-0.0961701050400734,0.9006510972976685,0.2375137209892273,-0.11077681183815,0.912231147289276,0.2267213463783264
761,17028808,0.0,0.0,0.0,-0.0967945456504821,0.8107027411460876,0.2419666051864624,-0.1082597225904464,0.8756667375564575,0.2187884449958801,-0.1042776256799697,0.8374755382537842,0.197123646736145,-0.1109385639429092,0.8558428883552551,0.1685203611850738,-0.1305354684591293,0.8838556408882141,0.1572299003601074,-0.1482487618923187,0.9027764201164246,0.1531880646944046,-0.1016092672944068,0.8424062728881836,0.2090883255004882,-0.1021604463458061,0.9022883772850036,0.1896825581789016,-0.1113199144601821,0.9394920468330384,0.1768460571765899,-0.1268888860940933,0.9564579725265504,0.1650047898292541,-0.1432109922170639,0.9706803560256958,0.1549907475709915,-0.1073654815554618,0.8440064787864685,0.2257050573825836,-0.1091539561748504,0.9073269963264464,0.2118718326091766,-0.1249102056026458,0.947967767715454,0.1980260908603668,-0.1407940983772277,0.969765305519104,0.186447262763977,-0.1547895669937133,0.990185022354126,0.1766406297683715,-0.1141553595662117,0.8476742506027222,0.2427466362714767,-0.122079849243164,0.903035044670105,0.2293491065502166,-0.1358923316001892,0.9410701394081116,0.2199336737394333,-0.1511522531509399,0.9623492360115052,0.2091697454452514,-0.1651746183633804,0.9809438586235046,0.1976667940616607,-0.1214020401239395,0.8477128148078918,0.2485736757516861,-0.1366517543792724,0.8937535285949707,0.2449450641870498,-0.1461613476276397,0.924763321876526,0.2405655831098556,-0.1588961780071258,0.940470576286316,0.2328593879938125
761,17028808,0.0,0.0,0.0,-0.1377378404140472,0.8310732841491699,0.233525276184082,-0.1521152853965759,0.8970305323600769,0.2146444469690323,-0.1472960859537124,0.8603657484054565,0.1905165165662765,-0.1541523486375808,0.8813813328742981,0.1637428253889084,-0.1732539683580398,0.9102877378463744,0.1536509990692138,-0.1897987723350525,0.9298056960105896,0.1475982964038849,-0.1444842964410781,0.8646386861801147,0.2027312517166137,-0.1475744992494583,0.9256690740585328,0.1870770305395126,-0.1584713011980056,0.9633511900901794,0.1769899576902389,-0.1736042499542236,0.9820292592048644,0.1672065556049347,-0.1886598467826843,0.9988763332366944,0.1593876034021377,-0.1499354541301727,0.8649956583976746,0.2195708900690078,-0.1542951166629791,0.9290653467178344,0.2097179889678955,-0.1718078106641769,0.9699127078056335,0.1984827518463134,-0.1869920045137405,0.9934115409851074,0.1893845796585083,-0.1991335898637771,1.016218662261963,0.1826954931020736,-0.1564638763666153,0.8673267960548401,0.2369505167007446,-0.166713684797287,0.9232009053230286,0.2271719723939895,-0.1811928153038025,0.9614216089248656,0.2191895097494125,-0.1951990127563476,0.9845898747444152,0.2106842696666717,-0.2070886045694351,1.0060875415802002,0.2020616978406906,-0.1635995805263519,0.8667292594909668,0.2429170906543731,-0.1806372106075287,0.9124026298522948,0.2424621433019638,-0.1894716173410415,0.9438281059265136,0.2392019778490066,-0.2011735737323761,0.9610315561294556,0.2330719828605651
761,17028808,0.0,0.0,0.0,-0.1911329925060272,0.8532643914222717,0.2267795801162719,-0.2040591090917587,0.9203744530677797,0.2095468640327453,-0.2028573453426361,0.883985161781311,0.1848165094852447,-0.2113688737154007,0.906226396560669,0.1593572199344635,-0.2297045290470123,0.9363247752189636,0.1509441584348678,-0.2449518144130706,0.9568011164665222,0.1442226469516754,-0.1986768990755081,0.8878201246261597,0.1968282610177993,-0.1995416730642318,0.949241042137146,0.181930661201477,-0.2096718847751617,0.9875836968421936,0.1729311645030975,-0.2245292663574218,1.0071464776992798,0.164234846830368,-0.2391087561845779,1.0250061750411987,0.1575453728437423,-0.2030970901250839,0.8881785869598389,0.2140798419713974,-0.2050211429595947,0.9525703191757202,0.2050138860940933,-0.2215448915958404,0.9942989945411682,0.1948060095310211,-0.2363414466381073,1.0184844732284546,0.1865178346633911,-0.2479703426361084,1.0418686866760254,0.18051178753376,-0.2082920670509338,0.8903109431266785,0.231623962521553,-0.2168337404727935,0.9469087719917296,0.2230603396892547,-0.2299908101558685,0.9859542846679688,0.2159449756145477,-0.2435159534215927,1.009774923324585,0.2081041038036346,-0.2549961805343628,1.0318328142166138,0.2000401020050048,-0.2151708155870437,0.889899730682373,0.2379560321569442,-0.230456918478012,0.936388611793518,0.2389480173587799,-0.237675666809082,0.9684330224990844,0.2364915311336517,-0.248740017414093,0.9863972663879396,0.2310913056135177
761,17028808,0.0,0.0,0.0,-0.2399498224258422,0.8695989847183228,0.2240813970565796,-0.2542720735073089,0.9363447427749634,0.2053196728229522,-0.2544035911560058,0.8986560106277466,0.1816037744283676,-0.2630203664302826,0.9205532073974608,0.1556167304515838,-0.2803195416927337,0.9510610103607178,0.1457290798425674,-0.2943881452083587,0.9717022180557252,0.1367377042770385,-0.2496499866247177,0.903086483478546,0.1932874023914337,-0.2523162364959717,0.9643939733505248,0.1763054877519607,-0.2659079134464264,1.0021018981933594,0.1681887656450271,-0.2816374003887176,1.0219085216522217,0.161330372095108,-0.2963656783103943,1.0404396057128906,0.1565885692834854,-0.2527452111244201,0.904069483280182,0.2108720690011978,-0.2557989060878753,0.9686200022697448,0.1997672766447067,-0.2745805978775024,1.0095155239105225,0.1889360249042511,-0.2902447879314422,1.033469796180725,0.1809813678264618,-0.3024316132068634,1.0567779541015625,0.1751104891300201,-0.2567349076271057,0.9070588946342468,0.2290319502353668,-0.2660611569881439,0.963640034198761,0.2190748751163482,-0.2799874544143677,1.002546310424805,0.2112998366355896,-0.2938685715198517,1.0264524221420288,0.2037608176469802,-0.3057048916816711,1.0485739707946775,0.1959090381860733,-0.2630754709243774,0.9069023728370668,0.2359851002693176,-0.2783231735229492,0.9537017345428468,0.2365611344575882,-0.2847825884819031,0.9858952760696412,0.2321876883506775,-0.2954747080802917,1.0041289329528809,0.2264535725116729
761,17028808,0.0,0.0,0.0,-0.2667356133460998,0.8654756546020508,0.2172745466232299,-0.2916963696479797,0.929628312587738,0.2012815177440643,-0.2867725193500519,0.8926762938499451,0.1761892437934875,-0.29774010181427,0.9142208695411682,0.150794506072998,-0.3185423016548157,0.9427066445350648,0.141634851694107,-0.3349095582962036,0.9617629051208496,0.1330344229936599,-0.2826365828514099,0.89764004945755,0.1879148036241531,-0.2961482107639313,0.958296000957489,0.1731890738010406,-0.3151416778564453,0.9943132996559144,0.1693301051855087,-0.3328616619110107,1.0132757425308228,0.1656763553619384,-0.3492239415645599,1.0309460163116455,0.1639496684074401,-0.2848483622074127,0.8977339863777161,0.205616295337677,-0.2985443770885467,0.96152263879776,0.1969467550516128,-0.3221136629581451,1.0006715059280396,0.1895395517349243,-0.3401567637920379,1.023634433746338,0.1840794533491134,-0.3544442653656006,1.04620099067688,0.1804676949977874,-0.288417249917984,0.8999535441398621,0.22442127764225,-0.3065813183784485,0.9547218084335328,0.2167500853538513,-0.32637420296669,0.991381049156189,0.2110187858343124,-0.3430064022541046,1.0140883922576904,0.2056370675563812,-0.3573258519172668,1.0353496074676514,0.1997895240783691,-0.2941606044769287,0.8987329602241516,0.2317778021097183,-0.3159969449043274,0.942756175994873,0.2347277700901031,-0.3270166516304016,0.9737746715545654,0.2309921234846115,-0.3396492898464203,0.9911481142044068,0.2267074137926101
