stamp_sec,stamp_nanosec,shoulder_joint_position,shoulder_joint_velocity,shoulder_joint_effort,upper_arm_joint_position,upper_arm_joint_velocity,upper_arm_joint_effort,forearm_joint_position,forearm_joint_velocity,forearm_joint_effort,wrist_1_joint_position,wrist_1_joint_velocity,wrist_1_joint_effort,wrist_2_joint_position,wrist_2_joint_velocity,wrist_2_joint_effort,wrist_3_joint_position,wrist_3_joint_velocity,wrist_3_joint_effort
579,83618164,158.44410705566406,,-2.4373328415094875e-05,71.06938934326172,,-3.182073123753071e-05,72.34539031982422,,6.518595182569697e-05,65.64972686767578,,-0.0001360844180453,-121.6903839111328,,9.791117190616204e-05,19.143224716186523,,-6.161035707918927e-05
579,83618164,158.23524475097656,,-4.774043645738857e-06,70.92356872558594,,-9.548087291477714e-06,72.69206237792969,,2.6998521207133308e-05,65.14254760742188,,-4.415990406414494e-05,-121.28019714355467,,4.505503602558747e-05,18.91385841369629,,0.0
579,83618164,157.25799560546875,,-0.0003066057979594,70.51847076416016,,-0.000127249630168,73.16548919677734,,0.0001485078973928,63.95046615600586,,-0.000374070048565,-118.7292022705078,,0.0008002123213373,19.209224700927734,,9.265245898859575e-05
579,83618164,150.224609375,,-0.0029311021789908,70.59183502197266,,0.0001524446997791,72.1173095703125,,-0.0005728335818275,57.87335205078125,,-0.0031396884005516,-106.98664855957033,,0.0054584639146924,14.91958713531494,,-0.0022835512645542
579,83618164,144.0294647216797,,-0.0023672580718994,74.11331939697266,,0.0013456348096951,65.54551696777344,,-0.0025109106209129,55.44847869873047,,-0.0009267251589335,-93.67570495605467,,0.0050864024087786,10.789798736572266,,-0.0015781722031533
579,83618164,141.2245330810547,,-0.0002113354858011,82.3570785522461,,0.0014646332710981,54.63731002807617,,-0.0018777677323669,51.721900939941406,,-0.0006559483590535,-83.25209045410156,,0.0013409211533144,7.082959175109863,,-0.0003695483901537
579,83618164,139.9004669189453,,-0.0004034567100461,91.3909683227539,,0.002753616310656,42.57575988769531,,-0.0036764128599315,52.679813385009766,,0.0002919800172094,-64.25242614746094,,0.0057912771590054,6.9215593338012695,,-4.903304943582043e-05
579,83618164,142.72964477539062,,0.0003991177945863,98.4430694580078,,0.0003201791550964,33.160701751708984,,-0.0003428505733609,56.62705993652344,,0.0001351715618511,-64.39997863769531,,-0.0003908262879122,5.211970806121826,,3.6661103877122514e-06
579,83618164,144.9449920654297,,0.0023370217531919,102.83993530273438,,0.0046383626759052,27.77879524230957,,-0.0056775738485157,59.52109146118164,,0.0030529836658388,-62.51438903808594,,0.0019891553092747,5.0369110107421875,,-0.000184456599527
579,83618164,147.08937072753906,,0.0003660898655653,105.63314819335938,,0.00041550246533,25.268892288208008,,-0.0006205518147908,60.529632568359375,,0.0012109301751479,-59.33778381347656,,0.0004348728398326,3.2777175903320312,,-0.0003942856274079
579,83618164,146.3376007080078,,-0.0003280641103629,104.79871368408205,,-0.0003639222995843,27.63335227966309,,0.0010316905099898,63.73920822143555,,0.0014004416298121,-53.75007629394531,,0.0024380977265536,6.153273582458496,,0.0012546986108645
579,83618164,145.80384826660156,,-0.0001938415662152,103.13282012939452,,-0.0006438911077566,30.587541580200195,,0.0008604715694673,62.16004943847656,,-5.225294808042236e-05,-52.14436340332031,,0.0001441532076569,6.868462085723877,,-0.0001331607345491
579,83618164,144.01962280273438,,-0.0011483102571219,98.86003875732422,,-0.0027514414396137,33.726844787597656,,0.0020212493836879,65.0199203491211,,0.0018413334619253,-55.02131652832031,,-0.0018519317964091,3.68890118598938,,-0.002046694047749
579,83618164,141.06739807128906,,-0.000412467867136,93.14605712890624,,-0.000796043081209,37.51334762573242,,0.0003909968363586,62.30575180053711,,0.0002216220891568,-60.76780700683594,,-0.00076515780529,4.6829400062561035,,-0.0002201821189373
