stamp_sec,stamp_nanosec,shoulder_joint_position,shoulder_joint_velocity,shoulder_joint_effort,upper_arm_joint_position,upper_arm_joint_velocity,upper_arm_joint_effort,forearm_joint_position,forearm_joint_velocity,forearm_joint_effort,wrist_1_joint_position,wrist_1_joint_velocity,wrist_1_joint_effort,wrist_2_joint_position,wrist_2_joint_velocity,wrist_2_joint_effort,wrist_3_joint_position,wrist_3_joint_velocity,wrist_3_joint_effort
225,674484252,178.5160369873047,,1.4904317140462808e-05,73.89347839355469,,1.7702877812553197e-05,69.99436950683594,,-5.464773948915536e-07,63.154537200927734,,-6.011251116433414e-06,-146.86175537109375,,5.108282493893057e-05,17.711244583129883,,1.3499698980012909e-05
225,674484252,178.2421417236328,,-0.0001698075066087,73.87911987304688,,-8.652612450532615e-06,70.22893524169922,,0.0001450917916372,61.33850860595703,,-0.0011237580329179,-145.93154907226562,,0.0005753902369178,16.785734176635742,,-0.0005721539491787
225,674484252,170.54437255859375,,-0.0069210897199809,73.20319366455078,,-0.0006084647611714,69.34004211425781,,-0.0007987082353793,58.155250549316406,,-0.0028630858287215,-131.11492919921875,,0.0133229652419686,14.440768241882324,,-0.0021084009204059
225,674484252,162.4561309814453,,-0.0026620021089911,78.0368881225586,,0.0015907756751403,62.711280822753906,,-0.0021815067157149,56.49610137939453,,-0.0005460960092023,-119.87527465820312,,0.0036989918444305,6.551485061645508,,-0.0025964016094803
225,674484252,152.33143615722656,,-0.0062108300626277,83.90532684326172,,0.0036001559346914,55.9894905090332,,-0.004123390186578,56.61482620239258,,7.283553713932633e-05,-98.0546875,,0.0133864283561706,1.595565915107727,,-0.0030399812385439
225,674484252,147.11410522460938,,-0.0017315957229584,88.78426361083984,,0.0016191977774724,53.052059173583984,,-0.0009748930460773,55.51693344116211,,-0.000364424282452,-90.11593627929688,,0.0026346752420067,-2.730418920516968,,-0.0014356459723785
225,674484252,145.25897216796875,,-0.0011159487767145,95.18976593017578,,0.0038530915044248,48.18971633911133,,-0.0029250266961753,55.488224029541016,,-1.6828633306431584e-05,-85.69998168945312,,0.0026563233695924,-6.879283905029297,,-0.0024958967696875
225,674484252,144.4302215576172,,-0.0002530033525545,99.03913879394533,,0.0011750735575333,41.867130279541016,,-0.0019300845451653,63.867584228515625,,0.0025579142384231,-78.16238403320312,,0.0023009553551673,-8.307018280029297,,-0.0004360838211141
225,674484252,145.21275329589844,,0.0005119298002682,99.58514404296876,,0.0003571935812942,41.52095413208008,,-0.0002264877111883,63.31510543823242,,-0.0003614652378018,-78.68017578125,,-0.0003385876771062,-7.747783660888672,,0.000365848041838
225,674484252,145.16455078125,,-3.2776060834294185e-05,97.21705627441406,,-0.0015849566552788,45.64570236206055,,0.0027613649144768,58.09769058227539,,-0.0034929916728287,-76.620849609375,,0.0013786384370177,-7.804515838623047,,-3.745835419977084e-05
